Customer_ID,Age,Gender,Location,Channel,Marketing_Exposure,Flavor,Pack_Size,Price_Per_Unit,Order_Date,Units_Purchased,Total_Bill_Value,Discount_Used,Customer_Rating,Repeat_Purchase,Time_to_Reorder,Month,Promotion_Campaign,Avg_Order_Value,Customer_Segment
C0584,32,Male,Ahmedabad,Retail,None,Mojito,Single,250,03-05-2025,1,250,Yes,4,Yes,11,May,No,250,Millennial
C0585,41,Female,Pune,Online,None,Cosmopolitan,Single,250,18-04-2025,1,250,Yes,5,Yes,15,Apr,No,250,Gen X
C0586,35,Male,Ahmedabad,Online,None,Cosmopolitan,Single,250,26-01-2025,1,250,Yes,4,No,0,Jan,Yes,250,Millennial
C0587,44,Female,Kolkata,Online,None,Gin Fizz,Single,250,07-02-2025,1,250,No,4,Yes,23,Feb,No,250,Gen X
C0588,27,Female,Pune,Online,None,Gin Fizz,Single,250,25-03-2025,1,250,No,4,No,0,Mar,Yes,250,Millennial
C0589,31,Male,Bangalore,Online,None,Long Island,4-Pack,350,03-04-2025,4,1400,No,5,Yes,0,Apr,No,350,Millennial
C0590,42,Male,Ahmedabad,Retail,None,Margarita,12-Pack,400,13-04-2025,12,4800,Yes,3,No,0,Apr,No,400,Gen X
C0591,43,Female,Chennai,Online,Social Media,Mojito,12-Pack,400,11-02-2025,12,4800,No,4,No,0,Feb,No,400,Gen X
C0592,33,Female,Delhi,Online,Social Media,Whisky Sour,Single,250,06-02-2025,1,250,No,4,Yes,18,Feb,Yes,250,Millennial
C0593,22,Male,Hyderabad,Retail,Social Media,Long Island,4-Pack,350,11-06-2025,4,1400,Yes,4,Yes,25,Jun,Yes,350,Gen Z
C0594,37,Female,Pune,Online,Social Media,Long Island,Single,250,06-04-2025,1,250,Yes,5,Yes,26,Apr,No,250,Gen X
C0595,31,Female,Pune,Online,Email,Rum Punch,Single,250,23-06-2025,1,250,No,5,Yes,0,Jun,No,250,Millennial
C0596,30,Male,Hyderabad,Online,None,Gin Fizz,4-Pack,350,07-04-2025,4,1400,No,3,No,0,Apr,Yes,350,Millennial
C0597,26,Male,Mumbai,Online,None,Cosmopolitan,Single,250,22-06-2025,1,250,No,4,Yes,7,Jun,No,250,Millennial
C0598,30,Female,Hyderabad,Online,Social Media,Rum Punch,Single,250,15-01-2025,1,250,No,4,Yes,0,Jan,Yes,250,Millennial
C0599,41,Female,Bangalore,Online,Email,Mojito,Single,250,02-01-2025,1,250,Yes,4,No,0,Jan,No,250,Gen X
C0600,39,Female,Bangalore,Retail,Social Media,Gin Fizz,Single,250,16-01-2025,1,250,No,4,Yes,0,Jan,No,250,Gen X
C0601,24,Female,Hyderabad,Retail,Social Media,Rum Punch,12-Pack,400,18-05-2025,24,9600,Yes,5,Yes,0,May,Yes,400,Gen Z
C0602,32,Female,Ahmedabad,Retail,Social Media,Cosmopolitan,Single,250,22-06-2025,1,250,Yes,4,Yes,0,Jun,Yes,250,Millennial
C0603,44,Male,Ahmedabad,Retail,Social Media,Long Island,12-Pack,400,13-01-2025,12,4800,Yes,3,No,0,Jan,No,400,Gen X
C0604,39,Male,Mumbai,Online,Email,Cosmopolitan,Single,250,08-06-2025,1,250,No,4,Yes,0,Jun,No,250,Gen X
C0605,36,Male,Bangalore,Retail,Email,Whisky Sour,12-Pack,400,17-04-2025,12,4800,No,5,Yes,8,Apr,Yes,400,Gen X
C0606,26,Male,Mumbai,Online,Email,Gin Fizz,4-Pack,350,14-02-2025,4,1400,No,4,Yes,10,Feb,No,350,Millennial
C0607,32,Female,Pune,Online,Social Media,Cosmopolitan,Single,250,13-01-2025,1,250,Yes,4,Yes,0,Jan,Yes,250,Millennial
C0608,27,Female,Kolkata,Online,Social Media,Whisky Sour,Single,250,16-02-2025,1,250,Yes,4,No,0,Feb,No,250,Millennial
C0609,30,Female,Ahmedabad,Online,Email,Margarita,4-Pack,350,13-03-2025,4,1400,Yes,5,Yes,13,Mar,Yes,350,Millennial
C0610,38,Female,Mumbai,Online,Email,Long Island,Single,250,25-05-2025,1,250,No,3,No,0,May,No,250,Gen X
C0611,23,Male,Bangalore,Retail,Email,Long Island,Single,250,02-06-2025,1,250,Yes,4,Yes,0,Jun,No,250,Gen Z
C0612,30,Female,Ahmedabad,Online,Social Media,Cosmopolitan,Single,250,14-01-2025,1,250,No,5,Yes,25,Jan,Yes,250,Millennial
C0613,24,Male,Kolkata,Retail,Social Media,Mojito,4-Pack,350,04-06-2025,4,1400,No,4,Yes,14,Jun,No,350,Gen Z
C0614,34,Female,Ahmedabad,Online,Email,Gin Fizz,Single,250,07-01-2025,1,250,Yes,4,No,0,Jan,No,250,Millennial
C0615,22,Female,Bangalore,Online,Email,Margarita,4-Pack,350,03-06-2025,4,1400,No,4,Yes,30,Jun,No,350,Gen Z
C0616,27,Male,Mumbai,Online,Social Media,Cosmopolitan,4-Pack,350,28-06-2025,4,1400,No,4,Yes,19,Jun,No,350,Millennial
C0617,25,Male,Mumbai,Online,Email,Gin Fizz,Single,250,14-02-2025,1,250,No,5,Yes,17,Feb,No,250,Gen Z
C0618,22,Female,Hyderabad,Retail,Social Media,Margarita,4-Pack,350,26-04-2025,4,1400,No,4,Yes,19,Apr,Yes,350,Gen Z
C0619,43,Male,Kolkata,Online,Email,Whisky Sour,12-Pack,400,12-02-2025,12,4800,Yes,4,No,0,Feb,No,400,Gen X
C0620,40,Male,Mumbai,Online,None,Gin Fizz,Single,250,26-05-2025,1,250,No,3,No,0,May,No,250,Gen X
C0621,30,Male,Ahmedabad,Online,Social Media,Whisky Sour,12-Pack,400,31-05-2025,12,4800,Yes,4,Yes,0,May,No,400,Millennial
C0622,36,Male,Ahmedabad,Online,Email,Rum Punch,12-Pack,400,20-03-2025,12,4800,No,3,Yes,0,Mar,No,400,Gen X
C0623,26,Male,Pune,Online,None,Cosmopolitan,12-Pack,400,21-03-2025,12,4800,No,4,No,0,Mar,No,400,Millennial
C0624,39,Female,Hyderabad,Online,Social Media,Long Island,4-Pack,350,10-01-2025,4,1400,No,5,Yes,7,Jan,No,350,Gen X
C0625,26,Male,Bangalore,Retail,Social Media,Gin Fizz,12-Pack,400,02-06-2025,12,4800,No,3,No,0,Jun,No,400,Millennial
C0626,31,Female,Pune,Online,Social Media,Margarita,Single,250,03-06-2025,1,250,No,5,Yes,11,Jun,No,250,Millennial
C0627,26,Female,Mumbai,Retail,Email,Long Island,Single,250,10-03-2025,1,250,No,3,No,0,Mar,Yes,250,Millennial
C0628,30,Male,Mumbai,Retail,None,Long Island,4-Pack,350,16-03-2025,4,1400,Yes,3,No,0,Mar,No,350,Millennial
C0629,36,Male,Kolkata,Online,Email,Gin Fizz,12-Pack,400,27-03-2025,24,9600,No,4,Yes,28,Mar,No,400,Gen X
C0630,26,Male,Mumbai,Retail,None,Gin Fizz,Single,250,15-04-2025,1,250,No,3,Yes,0,Apr,No,250,Millennial
C0631,44,Female,Kolkata,Online,None,Cosmopolitan,4-Pack,350,06-04-2025,4,1400,No,3,No,0,Apr,No,350,Gen X
C0632,36,Male,Delhi,Retail,Social Media,Mojito,4-Pack,350,02-01-2025,8,2800,No,3,No,0,Jan,Yes,350,Gen X
C0633,34,Female,Ahmedabad,Retail,Email,Long Island,Single,250,28-02-2025,1,250,No,5,Yes,23,Feb,No,250,Millennial
C0634,28,Male,Delhi,Retail,Email,Cosmopolitan,Single,250,11-02-2025,1,250,No,3,Yes,15,Feb,No,250,Millennial
C0635,43,Male,Delhi,Retail,Social Media,Long Island,Single,250,30-05-2025,1,250,No,4,No,0,May,No,250,Gen X
C0636,38,Male,Bangalore,Retail,Social Media,Gin Fizz,4-Pack,350,23-01-2025,8,2800,Yes,4,Yes,7,Jan,Yes,350,Gen X
C0637,29,Female,Ahmedabad,Online,Email,Gin Fizz,Single,250,27-05-2025,1,250,Yes,4,No,0,May,Yes,250,Millennial
C0638,30,Male,Mumbai,Retail,Email,Cosmopolitan,12-Pack,400,19-01-2025,12,4800,No,4,Yes,8,Jan,No,400,Millennial
C0639,39,Male,Mumbai,Retail,None,Mojito,Single,250,19-04-2025,1,250,Yes,5,No,0,Apr,Yes,250,Gen X
C0640,27,Female,Delhi,Online,None,Gin Fizz,Single,250,20-01-2025,1,250,No,3,No,0,Jan,No,250,Millennial
C0641,27,Male,Pune,Online,Email,Margarita,4-Pack,350,22-02-2025,4,1400,No,4,Yes,0,Feb,Yes,350,Millennial
C0642,36,Male,Pune,Online,Email,Mojito,Single,250,10-04-2025,1,250,Yes,4,Yes,0,Apr,Yes,250,Gen X
C0643,24,Female,Pune,Online,Social Media,Long Island,Single,250,18-05-2025,1,250,No,4,Yes,18,May,Yes,250,Gen Z
C0644,42,Male,Mumbai,Online,Social Media,Gin Fizz,4-Pack,350,09-02-2025,4,1400,No,4,Yes,0,Feb,No,350,Gen X
C0645,21,Male,Hyderabad,Retail,Email,Long Island,Single,250,29-12-2024,1,250,No,3,No,0,Dec,No,250,Gen Z
C0646,36,Male,Chennai,Online,Social Media,Gin Fizz,Single,250,01-02-2025,1,250,Yes,4,Yes,16,Feb,Yes,250,Gen X
C0647,33,Male,Ahmedabad,Online,Email,Whisky Sour,4-Pack,350,05-01-2025,8,2800,Yes,3,Yes,0,Jan,No,350,Millennial
C0648,35,Female,Bangalore,Online,Email,Mojito,Single,250,09-03-2025,1,250,No,4,No,0,Mar,No,250,Millennial
C0649,30,Female,Pune,Online,Social Media,Cosmopolitan,12-Pack,400,19-06-2025,12,4800,No,5,Yes,10,Jun,No,400,Millennial
C0650,40,Male,Pune,Retail,Email,Margarita,4-Pack,350,23-06-2025,4,1400,No,5,Yes,0,Jun,Yes,350,Gen X
C0651,23,Female,Pune,Online,Social Media,Gin Fizz,Single,250,16-01-2025,1,250,No,4,Yes,25,Jan,No,250,Gen Z
C0652,23,Male,Pune,Retail,Social Media,Gin Fizz,Single,250,31-03-2025,1,250,Yes,3,No,0,Mar,No,250,Gen Z
C0653,38,Female,Hyderabad,Online,Social Media,Gin Fizz,Single,250,20-04-2025,1,250,No,5,Yes,8,Apr,No,250,Gen X
C0654,26,Male,Ahmedabad,Online,Social Media,Whisky Sour,Single,250,07-05-2025,1,250,No,5,Yes,0,May,No,250,Millennial
C0655,24,Female,Delhi,Retail,Email,Cosmopolitan,4-Pack,350,03-04-2025,4,1400,Yes,3,No,0,Apr,Yes,350,Gen Z
C0656,38,Male,Ahmedabad,Online,Social Media,Margarita,4-Pack,350,22-06-2025,8,2800,No,3,No,0,Jun,No,350,Gen X
C0657,31,Male,Hyderabad,Retail,Social Media,Mojito,Single,250,24-06-2025,1,250,Yes,4,Yes,0,Jun,No,250,Millennial
C0658,29,Female,Hyderabad,Online,None,Margarita,Single,250,10-05-2025,1,250,No,4,Yes,14,May,No,250,Millennial
C0659,41,Male,Mumbai,Retail,Social Media,Cosmopolitan,Single,250,04-03-2025,1,250,No,4,Yes,0,Mar,Yes,250,Gen X
C0660,36,Female,Delhi,Retail,Email,Margarita,4-Pack,350,19-01-2025,4,1400,Yes,5,No,0,Jan,Yes,350,Gen X
C0661,38,Female,Ahmedabad,Online,Social Media,Mojito,Single,250,07-01-2025,1,250,No,4,No,0,Jan,Yes,250,Gen X
C0662,26,Female,Chennai,Online,None,Rum Punch,4-Pack,350,24-02-2025,8,2800,No,3,No,0,Feb,No,350,Millennial
C0663,30,Male,Bangalore,Retail,Social Media,Long Island,Single,250,06-03-2025,1,250,No,5,No,0,Mar,No,250,Millennial
C0664,26,Male,Kolkata,Online,Social Media,Long Island,12-Pack,400,27-01-2025,12,4800,No,5,Yes,0,Jan,No,400,Millennial
C0665,23,Male,Delhi,Online,Email,Whisky Sour,4-Pack,350,11-01-2025,4,1400,No,5,Yes,8,Jan,Yes,350,Gen Z
C0666,36,Female,Pune,Online,Email,Margarita,12-Pack,400,07-05-2025,12,4800,No,4,Yes,16,May,Yes,400,Gen X
C0667,30,Male,Kolkata,Online,Email,Whisky Sour,Single,250,17-04-2025,1,250,Yes,5,No,0,Apr,No,250,Millennial
C0668,23,Male,Ahmedabad,Retail,Email,Rum Punch,Single,250,07-06-2025,1,250,Yes,4,No,0,Jun,No,250,Gen Z
C0669,41,Female,Delhi,Retail,Social Media,Rum Punch,12-Pack,400,11-02-2025,12,4800,No,4,No,0,Feb,No,400,Gen X
C0670,28,Female,Kolkata,Online,Social Media,Long Island,12-Pack,400,11-06-2025,12,4800,No,5,Yes,27,Jun,Yes,400,Millennial
C0671,37,Male,Delhi,Online,None,Gin Fizz,Single,250,01-01-2025,1,250,No,5,Yes,17,Jan,Yes,250,Gen X
C0672,28,Female,Hyderabad,Online,None,Cosmopolitan,4-Pack,350,04-06-2025,4,1400,Yes,4,Yes,0,Jun,No,350,Millennial
C0673,22,Female,Ahmedabad,Retail,Social Media,Gin Fizz,Single,250,25-05-2025,1,250,No,4,No,0,May,Yes,250,Gen Z
C0674,36,Male,Mumbai,Online,None,Margarita,4-Pack,350,10-05-2025,4,1400,No,4,No,0,May,No,350,Gen X
C0675,41,Male,Pune,Retail,Social Media,Gin Fizz,4-Pack,350,05-01-2025,8,2800,No,4,No,0,Jan,Yes,350,Gen X
C0676,33,Female,Ahmedabad,Retail,None,Rum Punch,Single,250,28-04-2025,1,250,Yes,4,No,0,Apr,Yes,250,Millennial
C0677,38,Female,Chennai,Online,Email,Margarita,12-Pack,400,12-02-2025,24,9600,No,3,Yes,22,Feb,No,400,Gen X
C0678,38,Male,Mumbai,Online,None,Gin Fizz,4-Pack,350,04-03-2025,4,1400,No,3,No,0,Mar,No,350,Gen X
C0679,34,Male,Mumbai,Online,Social Media,Long Island,Single,250,21-02-2025,1,250,No,4,Yes,0,Feb,No,250,Millennial
C0680,27,Female,Bangalore,Online,None,Whisky Sour,Single,250,30-01-2025,1,250,Yes,4,Yes,28,Jan,No,250,Millennial
C0681,26,Female,Mumbai,Retail,Social Media,Mojito,Single,250,13-04-2025,1,250,Yes,4,No,0,Apr,Yes,250,Millennial
C0682,37,Male,Delhi,Online,Social Media,Rum Punch,4-Pack,350,02-02-2025,4,1400,No,4,No,0,Feb,Yes,350,Gen X
C0683,37,Male,Ahmedabad,Online,Social Media,Whisky Sour,Single,250,21-06-2025,1,250,No,3,No,0,Jun,Yes,250,Gen X
C0684,40,Male,Chennai,Retail,Social Media,Whisky Sour,4-Pack,350,24-06-2025,4,1400,No,3,No,0,Jun,Yes,350,Gen X
C0685,42,Male,Delhi,Online,None,Rum Punch,4-Pack,350,25-03-2025,4,1400,Yes,4,Yes,0,Mar,Yes,350,Gen X
C0686,44,Female,Ahmedabad,Retail,None,Rum Punch,Single,250,15-03-2025,1,250,No,4,Yes,0,Mar,No,250,Gen X
C0687,28,Female,Kolkata,Online,Email,Cosmopolitan,Single,250,23-02-2025,1,250,Yes,3,No,0,Feb,No,250,Millennial
C0688,36,Male,Bangalore,Retail,Email,Whisky Sour,Single,250,08-06-2025,1,250,No,4,Yes,24,Jun,Yes,250,Gen X
C0689,22,Female,Kolkata,Retail,Email,Long Island,4-Pack,350,21-05-2025,4,1400,No,4,Yes,8,May,No,350,Gen Z
C0690,31,Female,Bangalore,Retail,Social Media,Long Island,4-Pack,350,01-05-2025,4,1400,No,5,Yes,18,May,Yes,350,Millennial
C0691,34,Male,Mumbai,Online,Email,Mojito,Single,250,24-06-2025,1,250,No,5,No,0,Jun,No,250,Millennial
C0692,40,Male,Delhi,Online,Social Media,Margarita,Single,250,22-03-2025,1,250,Yes,4,Yes,25,Mar,Yes,250,Gen X
C0693,38,Male,Mumbai,Online,Email,Cosmopolitan,Single,250,10-06-2025,1,250,No,4,Yes,0,Jun,Yes,250,Gen X
C0694,33,Male,Mumbai,Online,Email,Cosmopolitan,4-Pack,350,16-02-2025,4,1400,Yes,4,Yes,0,Feb,Yes,350,Millennial
C0695,26,Female,Pune,Online,Social Media,Gin Fizz,Single,250,11-06-2025,1,250,Yes,5,Yes,0,Jun,Yes,250,Millennial
C0696,38,Female,Hyderabad,Retail,Social Media,Gin Fizz,Single,250,23-03-2025,1,250,No,4,No,0,Mar,No,250,Gen X
C0697,23,Female,Chennai,Retail,None,Margarita,4-Pack,350,05-04-2025,4,1400,No,4,No,0,Apr,No,350,Gen Z
C0698,24,Female,Ahmedabad,Online,Email,Whisky Sour,12-Pack,400,29-04-2025,12,4800,No,4,Yes,8,Apr,No,400,Gen Z
C0699,27,Male,Kolkata,Online,Social Media,Margarita,4-Pack,350,27-01-2025,4,1400,No,5,Yes,0,Jan,No,350,Millennial
C0700,23,Male,Kolkata,Online,Social Media,Gin Fizz,12-Pack,400,22-04-2025,12,4800,No,4,Yes,29,Apr,Yes,400,Gen Z
C0701,22,Female,Chennai,Online,Email,Rum Punch,4-Pack,350,04-05-2025,4,1400,Yes,5,No,0,May,Yes,350,Gen Z
C0702,39,Male,Delhi,Retail,Social Media,Rum Punch,Single,250,29-12-2024,1,250,Yes,4,Yes,27,Dec,No,250,Gen X
C0703,21,Female,Bangalore,Retail,Social Media,Rum Punch,4-Pack,350,30-05-2025,4,1400,No,5,Yes,12,May,Yes,350,Gen Z
C0704,32,Female,Mumbai,Retail,Social Media,Long Island,12-Pack,400,03-01-2025,12,4800,No,4,No,0,Jan,Yes,400,Millennial
C0705,21,Male,Pune,Retail,Social Media,Rum Punch,12-Pack,400,05-02-2025,12,4800,No,5,Yes,0,Feb,No,400,Gen Z
C0706,28,Male,Mumbai,Retail,Social Media,Mojito,Single,250,15-02-2025,1,250,No,5,Yes,0,Feb,No,250,Millennial
C0707,43,Female,Delhi,Retail,Social Media,Long Island,Single,250,23-01-2025,1,250,No,3,No,0,Jan,Yes,250,Gen X
C0708,28,Male,Chennai,Online,Social Media,Margarita,Single,250,08-04-2025,1,250,No,5,Yes,0,Apr,No,250,Millennial
C0709,36,Male,Kolkata,Online,Social Media,Margarita,Single,250,23-05-2025,1,250,No,4,Yes,0,May,No,250,Gen X
C0710,33,Male,Hyderabad,Online,Social Media,Rum Punch,Single,250,25-03-2025,1,250,Yes,5,Yes,0,Mar,Yes,250,Millennial
C0711,37,Male,Hyderabad,Retail,Social Media,Rum Punch,Single,250,26-04-2025,1,250,No,3,Yes,0,Apr,No,250,Gen X
C0712,32,Female,Delhi,Online,Email,Rum Punch,4-Pack,350,25-01-2025,4,1400,No,3,Yes,0,Jan,No,350,Millennial
C0713,27,Female,Delhi,Online,Social Media,Rum Punch,4-Pack,350,28-03-2025,8,2800,No,4,Yes,19,Mar,No,350,Millennial
C0714,24,Male,Delhi,Retail,None,Cosmopolitan,4-Pack,350,07-03-2025,4,1400,Yes,5,No,0,Mar,No,350,Gen Z
C0715,21,Male,Ahmedabad,Retail,Email,Gin Fizz,Single,250,03-02-2025,1,250,No,5,Yes,19,Feb,No,250,Gen Z
C0716,25,Male,Hyderabad,Retail,None,Cosmopolitan,4-Pack,350,29-12-2024,4,1400,Yes,4,Yes,0,Dec,No,350,Gen Z
C0717,33,Male,Hyderabad,Online,None,Rum Punch,4-Pack,350,29-01-2025,4,1400,No,4,Yes,0,Jan,No,350,Millennial
C0718,36,Female,Hyderabad,Online,None,Margarita,4-Pack,350,11-01-2025,4,1400,No,4,No,0,Jan,No,350,Gen X
C0719,44,Female,Bangalore,Online,Social Media,Margarita,4-Pack,350,02-03-2025,8,2800,Yes,4,No,0,Mar,Yes,350,Gen X
C0720,29,Female,Kolkata,Online,None,Long Island,4-Pack,350,25-04-2025,4,1400,No,4,No,0,Apr,Yes,350,Millennial
C0721,22,Male,Kolkata,Online,Social Media,Margarita,Single,250,18-01-2025,1,250,No,5,Yes,0,Jan,No,250,Gen Z
C0722,30,Female,Ahmedabad,Retail,Email,Whisky Sour,4-Pack,350,24-01-2025,4,1400,No,3,Yes,0,Jan,Yes,350,Millennial
C0723,28,Male,Mumbai,Retail,Social Media,Rum Punch,4-Pack,350,06-06-2025,4,1400,No,4,Yes,0,Jun,No,350,Millennial
C0724,27,Male,Delhi,Online,Social Media,Mojito,4-Pack,350,28-05-2025,4,1400,Yes,5,Yes,0,May,No,350,Millennial
C0725,32,Female,Kolkata,Retail,None,Mojito,4-Pack,350,27-03-2025,4,1400,No,4,Yes,0,Mar,No,350,Millennial
C0726,30,Female,Delhi,Online,Email,Margarita,4-Pack,350,31-03-2025,4,1400,No,4,Yes,18,Mar,No,350,Millennial
C0727,23,Female,Pune,Online,Email,Whisky Sour,Single,250,06-05-2025,1,250,Yes,4,No,0,May,Yes,250,Gen Z
C0728,27,Male,Mumbai,Online,Social Media,Whisky Sour,Single,250,07-03-2025,1,250,No,4,Yes,27,Mar,No,250,Millennial
C0729,43,Female,Ahmedabad,Online,Social Media,Long Island,4-Pack,350,13-03-2025,4,1400,Yes,4,Yes,18,Mar,No,350,Gen X
C0730,24,Male,Bangalore,Online,Social Media,Long Island,Single,250,12-04-2025,1,250,No,4,No,0,Apr,Yes,250,Gen Z
C0731,31,Male,Pune,Online,Social Media,Gin Fizz,12-Pack,400,19-06-2025,12,4800,No,3,Yes,17,Jun,No,400,Millennial
C0732,36,Male,Mumbai,Retail,None,Margarita,4-Pack,350,04-06-2025,4,1400,Yes,4,No,0,Jun,Yes,350,Gen X
C0733,31,Male,Pune,Retail,Social Media,Rum Punch,Single,250,14-03-2025,1,250,Yes,4,No,0,Mar,No,250,Millennial
C0734,39,Female,Mumbai,Retail,None,Gin Fizz,4-Pack,350,08-02-2025,4,1400,No,5,No,0,Feb,No,350,Gen X
C0735,26,Male,Mumbai,Online,Social Media,Long Island,Single,250,03-04-2025,1,250,No,4,Yes,24,Apr,No,250,Millennial
C0736,37,Female,Hyderabad,Online,Email,Cosmopolitan,12-Pack,400,19-02-2025,12,4800,Yes,3,No,0,Feb,Yes,400,Gen X
C0737,24,Male,Ahmedabad,Retail,Social Media,Margarita,4-Pack,350,23-03-2025,4,1400,No,4,Yes,0,Mar,No,350,Gen Z
C0738,34,Male,Hyderabad,Retail,None,Long Island,Single,250,10-06-2025,1,250,No,4,No,0,Jun,No,250,Millennial
C0739,35,Female,Mumbai,Retail,Email,Whisky Sour,4-Pack,350,22-03-2025,4,1400,No,4,Yes,0,Mar,No,350,Millennial
C0740,39,Female,Mumbai,Retail,Email,Mojito,Single,250,09-06-2025,1,250,Yes,4,No,0,Jun,No,250,Gen X
C0741,37,Male,Delhi,Online,None,Rum Punch,Single,250,13-02-2025,1,250,No,4,Yes,0,Feb,No,250,Gen X
C0742,31,Female,Hyderabad,Online,Social Media,Whisky Sour,4-Pack,350,31-05-2025,4,1400,No,4,No,0,May,No,350,Millennial
C0743,35,Female,Hyderabad,Online,Email,Mojito,Single,250,06-06-2025,1,250,No,4,Yes,0,Jun,Yes,250,Millennial
C0744,26,Male,Chennai,Retail,Email,Mojito,4-Pack,350,25-06-2025,4,1400,Yes,4,Yes,0,Jun,No,350,Millennial
C0745,43,Male,Kolkata,Online,Social Media,Cosmopolitan,4-Pack,350,03-05-2025,4,1400,No,4,Yes,17,May,Yes,350,Gen X
C0746,30,Female,Pune,Online,None,Margarita,4-Pack,350,26-04-2025,4,1400,No,4,Yes,0,Apr,No,350,Millennial
C0747,27,Male,Bangalore,Online,Social Media,Whisky Sour,Single,250,12-04-2025,1,250,No,4,Yes,26,Apr,No,250,Millennial
C0748,44,Female,Bangalore,Online,None,Rum Punch,Single,250,26-03-2025,1,250,No,4,No,0,Mar,No,250,Gen X
C0749,31,Male,Pune,Online,Social Media,Gin Fizz,12-Pack,400,22-02-2025,12,4800,Yes,4,Yes,20,Feb,Yes,400,Millennial
C0750,39,Female,Chennai,Online,Email,Whisky Sour,4-Pack,350,15-03-2025,4,1400,Yes,4,Yes,16,Mar,No,350,Gen X
C0751,32,Female,Bangalore,Retail,None,Long Island,4-Pack,350,01-02-2025,4,1400,No,4,No,0,Feb,Yes,350,Millennial
C0752,44,Female,Mumbai,Retail,Social Media,Whisky Sour,Single,250,30-04-2025,1,250,No,5,No,0,Apr,No,250,Gen X
C0753,24,Female,Bangalore,Online,Social Media,Rum Punch,4-Pack,350,14-06-2025,4,1400,Yes,3,Yes,12,Jun,No,350,Gen Z
C0754,35,Male,Ahmedabad,Online,Social Media,Cosmopolitan,4-Pack,350,19-03-2025,4,1400,No,4,Yes,0,Mar,Yes,350,Millennial
C0755,21,Female,Hyderabad,Retail,Social Media,Cosmopolitan,Single,250,28-01-2025,1,250,Yes,4,Yes,0,Jan,No,250,Gen Z
C0756,33,Male,Bangalore,Online,Social Media,Margarita,12-Pack,400,08-01-2025,12,4800,Yes,4,No,0,Jan,No,400,Millennial
C0757,21,Female,Hyderabad,Retail,Social Media,Cosmopolitan,4-Pack,350,18-03-2025,8,2800,No,3,No,0,Mar,No,350,Gen Z
C0758,44,Male,Bangalore,Online,Social Media,Whisky Sour,12-Pack,400,09-01-2025,12,4800,No,4,Yes,0,Jan,Yes,400,Gen X
C0759,22,Male,Hyderabad,Retail,None,Cosmopolitan,12-Pack,400,08-04-2025,12,4800,No,4,Yes,0,Apr,Yes,400,Gen Z
C0760,32,Male,Delhi,Online,Social Media,Long Island,4-Pack,350,17-04-2025,4,1400,No,3,No,0,Apr,No,350,Millennial
C0761,21,Male,Pune,Online,Social Media,Mojito,4-Pack,350,04-05-2025,4,1400,No,5,Yes,13,May,Yes,350,Gen Z
C0762,40,Male,Delhi,Online,Social Media,Margarita,4-Pack,350,30-05-2025,4,1400,No,4,Yes,0,May,Yes,350,Gen X
C0763,31,Male,Hyderabad,Retail,Social Media,Mojito,4-Pack,350,25-05-2025,4,1400,No,5,No,0,May,No,350,Millennial
C0764,38,Female,Mumbai,Retail,Social Media,Whisky Sour,Single,250,22-02-2025,1,250,No,4,Yes,0,Feb,No,250,Gen X
C0765,23,Female,Ahmedabad,Retail,Social Media,Margarita,4-Pack,350,12-01-2025,8,2800,No,4,No,0,Jan,Yes,350,Gen Z
C0766,30,Male,Pune,Online,None,Margarita,Single,250,20-04-2025,1,250,No,4,Yes,0,Apr,Yes,250,Millennial
C0767,39,Female,Hyderabad,Online,Email,Gin Fizz,Single,250,03-01-2025,1,250,No,5,Yes,0,Jan,Yes,250,Gen X
C0768,29,Female,Bangalore,Online,None,Long Island,Single,250,19-02-2025,1,250,No,4,No,0,Feb,No,250,Millennial
C0769,27,Female,Mumbai,Retail,Email,Rum Punch,Single,250,08-03-2025,1,250,Yes,4,Yes,14,Mar,No,250,Millennial
C0770,44,Male,Bangalore,Retail,None,Rum Punch,Single,250,02-05-2025,1,250,No,4,Yes,0,May,No,250,Gen X
C0771,33,Male,Chennai,Online,Social Media,Margarita,4-Pack,350,03-04-2025,4,1400,No,4,Yes,0,Apr,No,350,Millennial
C0772,25,Male,Chennai,Retail,Social Media,Cosmopolitan,Single,250,31-03-2025,1,250,No,5,No,0,Mar,Yes,250,Gen Z
C0773,33,Female,Delhi,Retail,Social Media,Gin Fizz,4-Pack,350,12-04-2025,4,1400,No,5,No,0,Apr,No,350,Millennial
C0774,28,Male,Pune,Online,Social Media,Rum Punch,4-Pack,350,02-04-2025,4,1400,Yes,3,No,0,Apr,Yes,350,Millennial
C0775,42,Female,Pune,Online,None,Margarita,12-Pack,400,03-04-2025,12,4800,No,5,Yes,9,Apr,Yes,400,Gen X
C0776,31,Male,Kolkata,Retail,Email,Long Island,4-Pack,350,04-03-2025,4,1400,No,5,Yes,0,Mar,No,350,Millennial
C0777,31,Female,Delhi,Online,Social Media,Gin Fizz,4-Pack,350,16-03-2025,4,1400,No,4,Yes,0,Mar,No,350,Millennial
C0778,33,Male,Ahmedabad,Online,Email,Rum Punch,Single,250,23-05-2025,1,250,No,4,Yes,20,May,Yes,250,Millennial
C0779,35,Female,Pune,Online,Email,Mojito,Single,250,23-04-2025,1,250,Yes,5,Yes,8,Apr,No,250,Millennial
